"ScalingFactors","Units","NumPlaces","observationPeriods","MinDate","MeasurementMethods","StatVar"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_RealEstate_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_WaterSupplySewerageWasteManagement_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_InformationAndCommunication_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_TransportStorageSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_WholesaleRetailTradeAndRepair_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_OtherServiceSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_ExtraterritorialOrganizationsAndBodies_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_InformationAndCommunication_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_ConstructionSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_ProcessingIndustry_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_AgricultureForestFishingSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_AgricultureForestFishingSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_InformationAndCommunication_Employed_Male"
