"NumPlaces","ScalingFactors","Units","StatVar","observationPeriods","MeasurementMethods","MinDate"
"25","[]","[Percent]","Amount_Debt_CHF_LenderCountryBHR_AsAFractionOf_Amount_Debt_LenderCountryBHR","[P1Y]","[]","1970"
"113","[]","[Percent]","Amount_Debt_SDR_LenderCountryFRA_AsAFractionOf_Amount_Debt_LenderCountryFRA","[P1Y]","[]","1970"
"106","[]","[Percent]","Amount_Debt_JPY_LenderWorldBankIDA_AsAFractionOf_Amount_Debt_LenderWorldBankIDA","[P1Y]","[]","1970"
"16","[]","[Percent]","Amount_Debt_CHF_LenderCentralAmericanBankforEconIntegration_AsAFractionOf_Amount_Debt_LenderCentralAmericanBankforEconIntegration","[P1Y]","[]","1970"
"82","[]","[Percent]","Amount_Debt_FRF_LenderCountryCAN_AsAFractionOf_Amount_Debt_LenderCountryCAN","[P1Y]","[]","1970"
"11","[]","[Percent]","Amount_Debt_GBP_LenderCountryMAR_AsAFractionOf_Amount_Debt_LenderCountryMAR","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_FRF_LenderCountryMAC_AsAFractionOf_Amount_Debt_LenderCountryMAC","[P1Y]","[]","1970"
"98","[]","[Percent]","Amount_Debt_USD_LenderCountryCHE_AsAFractionOf_Amount_Debt_LenderCountryCHE","[P1Y]","[]","1970"
"16","[]","[Percent]","Amount_Debt_JPY_LenderEconomicCommunityofWestAfricanStates_AsAFractionOf_Amount_Debt_LenderEconomicCommunityofWestAfricanStates","[P1Y]","[]","1970"
"99","[]","[Percent]","Amount_Debt_USD_LenderCountryNLD_AsAFractionOf_Amount_Debt_LenderCountryNLD","[P1Y]","[]","1970"
"30","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderInterAmericanDevBank_AsAFractionOf_Amount_Debt_LenderInterAmericanDevBank","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryTTO_AsAFractionOf_Amount_Debt_LenderCountryTTO","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_FRF_LenderWorldBankMIGA_AsAFractionOf_Amount_Debt_LenderWorldBankMIGA","[P1Y]","[]","1970"
"73","[]","[Percent]","Amount_Debt_JPY_LenderCountryRUS_AsAFractionOf_Amount_Debt_LenderCountryRUS","[P1Y]","[]","1970"
"92","[]","[Percent]","Amount_Debt_FRF_LenderCountryKWT_AsAFractionOf_Amount_Debt_LenderCountryKWT","[P1Y]","[]","1970"
"113","[]","[Percent]","Amount_Debt_DEM_LenderMultipleLenders_AsAFractionOf_Amount_Debt_LenderMultipleLenders","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_CHF_LenderCountryZWE_AsAFractionOf_Amount_Debt_LenderCountryZWE","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_DEM_LenderCountryBOL_AsAFractionOf_Amount_Debt_LenderCountryBOL","[P1Y]","[]","1970"
"102","[]","[Percent]","Amount_Debt_DEM_LenderBondholders_AsAFractionOf_Amount_Debt_LenderBondholders","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_SDR_LenderLatinAmericanAgribusinessDevCorp_AsAFractionOf_Amount_Debt_LenderLatinAmericanAgribusinessDevCorp","[P1Y]","[]","1970"
"84","[]","[Percent]","Amount_Debt_SDR_LenderCountryCHE_AsAFractionOf_Amount_Debt_LenderCountryCHE","[P1Y]","[]","1970"
"90","[]","[Percent]","Amount_Debt_JPY_LenderCountryAUT_AsAFractionOf_Amount_Debt_LenderCountryAUT","[P1Y]","[]","1970"
"127","[]","[Percent]","Amount_Debt_USD_LenderCountryFRA_AsAFractionOf_Amount_Debt_LenderCountryFRA","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryGAB_AsAFractionOf_Amount_Debt_LenderCountryGAB","[P1Y]","[]","1970"
"84","[]","[Percent]","Amount_Debt_USD_LenderCountryARE_AsAFractionOf_Amount_Debt_LenderCountryARE","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_CHF_LenderInternationalCoffeeOrganization_AsAFractionOf_Amount_Debt_LenderInternationalCoffeeOrganization","[P1Y]","[]","1970"
"23","[]","[Percent]","Amount_Debt_GBP_LenderCountryEGY_AsAFractionOf_Amount_Debt_LenderCountryEGY","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryGMB_AsAFractionOf_Amount_Debt_LenderCountryGMB","[P1Y]","[]","1970"
"134","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_AsAFractionOf_Amount_Debt","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_GBP_LenderCountryNER_AsAFractionOf_Amount_Debt_LenderCountryNER","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_CHF_LenderCountryKNA_AsAFractionOf_Amount_Debt_LenderCountryKNA","[P1Y]","[]","1981"
"9","[]","[Percent]","Amount_Debt_DEM_LenderCountryTHA_AsAFractionOf_Amount_Debt_LenderCountryTHA","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_JPY_LenderCountryIDN_AsAFractionOf_Amount_Debt_LenderCountryIDN","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderInternationalInvestmentBank_AsAFractionOf_Amount_Debt_LenderInternationalInvestmentBank","[P1Y]","[]","1992"
"9","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderWestAfricanDevelopmentBank_AsAFractionOf_Amount_Debt_LenderWestAfricanDevelopmentBank","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderUNChildrenFund_AsAFractionOf_Amount_Debt_LenderUNChildrenFund","[P1Y]","[]","1970"
"58","[]","[Percent]","Amount_Debt_EUR_LenderEuropeanEconomicCommunity_AsAFractionOf_Amount_Debt_LenderEuropeanEconomicCommunity","[P1Y]","[]","2001"
"5","[]","[Percent]","Amount_Debt_SDR_LenderArabLeague_AsAFractionOf_Amount_Debt_LenderArabLeague","[P1Y]","[]","1970"
"22","[]","[Percent]","Amount_Debt_EUR_LenderCountryPRK_AsAFractionOf_Amount_Debt_LenderCountryPRK","[P1Y]","[]","2001"
"5","[]","[Percent]","Amount_Debt_GBP_LenderArabLeague_AsAFractionOf_Amount_Debt_LenderArabLeague","[P1Y]","[]","1970"
"96","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryKWT_AsAFractionOf_Amount_Debt_LenderCountryKWT","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_FRF_LenderCountryZMB_AsAFractionOf_Amount_Debt_LenderCountryZMB","[P1Y]","[]","1970"
"59","[]","[Percent]","Amount_Debt_JPY_LenderAfricanDevBank_AsAFractionOf_Amount_Debt_LenderAfricanDevBank","[P1Y]","[]","1970"
"23","[]","[Percent]","Amount_Debt_DEM_LenderCountryPRK_AsAFractionOf_Amount_Debt_LenderCountryPRK","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryISL_AsAFractionOf_Amount_Debt_LenderCountryISL","[P1Y]","[]","1970"
"9","[]","[Percent]","Amount_Debt_GBP_LenderCouncilofEurope_AsAFractionOf_Amount_Debt_LenderCouncilofEurope","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryTGO_AsAFractionOf_Amount_Debt_LenderCountryTGO","[P1Y]","[]","1970"
"36","[]","[Percent]","Amount_Debt_FRF_LenderCountryAUS_AsAFractionOf_Amount_Debt_LenderCountryAUS","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_DEM_LenderCountryBIH_AsAFractionOf_Amount_Debt_LenderCountryBIH","[P1Y]","[]","1991"
"15","[]","[Percent]","Amount_Debt_JPY_LenderCountryMEX_AsAFractionOf_Amount_Debt_LenderCountryMEX","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_DEM_LenderCountryHRV_AsAFractionOf_Amount_Debt_LenderCountryHRV","[P1Y]","[]","1970"
"42","[]","[Percent]","Amount_Debt_EUR_LenderGermanDemRep_AsAFractionOf_Amount_Debt_LenderGermanDemRep","[P1Y]","[]","2001"
"1","[]","[Percent]","Amount_Debt_SDR_LenderUNHighCommissionerforRefugees_AsAFractionOf_Amount_Debt_LenderUNHighCommissionerforRefugees","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_GBP_LenderCountrySYR_AsAFractionOf_Amount_Debt_LenderCountrySYR","[P1Y]","[]","1970"
"99","[]","[Percent]","Amount_Debt_USD_LenderCountryAUT_AsAFractionOf_Amount_Debt_LenderCountryAUT","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_CHF_LenderCountrySVK_AsAFractionOf_Amount_Debt_LenderCountrySVK","[P1Y]","[]","1970"
"21","[]","[Percent]","Amount_Debt_JPY_LenderArabFundforEconomicSocialDevelopment_AsAFractionOf_Amount_Debt_LenderArabFundforEconomicSocialDevelopment","[P1Y]","[]","1970"
"109","[]","[Percent]","Amount_Debt_EUR_LenderCountryITA_AsAFractionOf_Amount_Debt_LenderCountryITA","[P1Y]","[]","2001"
"3","[]","[Percent]","Amount_Debt_CHF_LenderUNGeneralAssembly_AsAFractionOf_Amount_Debt_LenderUNGeneralAssembly","[P1Y]","[]","1970"
"120","[]","[Percent]","Amount_Debt_SDR_LenderWorldBankIDA_AsAFractionOf_Amount_Debt_LenderWorldBankIDA","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_GBP_LenderCountryIDN_AsAFractionOf_Amount_Debt_LenderCountryIDN","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_EUR_LenderArabLeague_AsAFractionOf_Amount_Debt_LenderArabLeague","[P1Y]","[]","2001"
"120","[]","[Percent]","Amount_Debt_CHF_LenderInternationalMonetaryFund_AsAFractionOf_Amount_Debt_LenderInternationalMonetaryFund","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_USD_LenderCountryTUN_AsAFractionOf_Amount_Debt_LenderCountryTUN","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_EUR_LenderCountryCPV_AsAFractionOf_Amount_Debt_LenderCountryCPV","[P1Y]","[]","2001"
"18","[]","[Percent]","Amount_Debt_DEM_LenderCountryCUB_AsAFractionOf_Amount_Debt_LenderCountryCUB","[P1Y]","[]","1970"
"123","[]","[Percent]","Amount_Debt_GBP_LenderCountryCHN_AsAFractionOf_Amount_Debt_LenderCountryCHN","[P1Y]","[]","1970"
"15","[]","[Percent]","Amount_Debt_CHF_LenderCaribbeanDevBank_AsAFractionOf_Amount_Debt_LenderCaribbeanDevBank","[P1Y]","[]","1970"
"20","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderAfricanExportImportBank_AsAFractionOf_Amount_Debt_LenderAfricanExportImportBank","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_FRF_LenderCountryPRI_AsAFractionOf_Amount_Debt_LenderCountryPRI","[P1Y]","[]","1970"
"16","[]","[Percent]","Amount_Debt_DEM_LenderCountryIRL_AsAFractionOf_Amount_Debt_LenderCountryIRL","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_JPY_LenderCountryUKR_AsAFractionOf_Amount_Debt_LenderCountryUKR","[P1Y]","[]","1970"
"25","[]","[Percent]","Amount_Debt_DEM_LenderCountryARG_AsAFractionOf_Amount_Debt_LenderCountryARG","[P1Y]","[]","1970"
"120","[]","[Percent]","Amount_Debt_CHF_LenderEuropeanInvestmentBank_AsAFractionOf_Amount_Debt_LenderEuropeanInvestmentBank","[P1Y]","[]","1970"
"28","[]","[Percent]","Amount_Debt_USD_LenderCountryQAT_AsAFractionOf_Amount_Debt_LenderCountryQAT","[P1Y]","[]","1970"
"118","[]","[Percent]","Amount_Debt_DEM_LenderCountryGBR_AsAFractionOf_Amount_Debt_LenderCountryGBR","[P1Y]","[]","1970"
"77","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderEuropeanDevelopmentFund_AsAFractionOf_Amount_Debt_LenderEuropeanDevelopmentFund","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_SDR_LenderCountryTUN_AsAFractionOf_Amount_Debt_LenderCountryTUN","[P1Y]","[]","1970"
"75","[]","[Percent]","Amount_Debt_GBP_LenderCountryARE_AsAFractionOf_Amount_Debt_LenderCountryARE","[P1Y]","[]","1970"
"10","[]","[Percent]","Amount_Debt_USD_LenderLatinAmericanAgribusinessDevCorp_AsAFractionOf_Amount_Debt_LenderLatinAmericanAgribusinessDevCorp","[P1Y]","[]","1970"
"6","[]","[Percent]","Amount_Debt_EUR_LenderWorldTradeOrganization_AsAFractionOf_Amount_Debt_LenderWorldTradeOrganization","[P1Y]","[]","2001"
"19","[]","[Percent]","Amount_Debt_DEM_LenderInterAmericanDevBank_AsAFractionOf_Amount_Debt_LenderInterAmericanDevBank","[P1Y]","[]","1970"
"31","[]","[Percent]","Amount_Debt_DEM_LenderCountrySGP_AsAFractionOf_Amount_Debt_LenderCountrySGP","[P1Y]","[]","1970"
"93","[]","[Percent]","Amount_Debt_SDR_LenderWorldBankIBRD_AsAFractionOf_Amount_Debt_LenderWorldBankIBRD","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_USD_LenderWorldTradeOrganization_AsAFractionOf_Amount_Debt_LenderWorldTradeOrganization","[P1Y]","[]","1970"
"113","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderEuropeanInvestmentBank_AsAFractionOf_Amount_Debt_LenderEuropeanInvestmentBank","[P1Y]","[]","1970"
"37","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryIRQ_AsAFractionOf_Amount_Debt_LenderCountryIRQ","[P1Y]","[]","1970"
"88","[]","[Percent]","Amount_Debt_SDR_LenderCountryBEL_AsAFractionOf_Amount_Debt_LenderCountryBEL","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_GBP_LenderCountryUKR_AsAFractionOf_Amount_Debt_LenderCountryUKR","[P1Y]","[]","1970"
"16","[]","[Percent]","Amount_Debt_SDR_LenderCountryQAT_AsAFractionOf_Amount_Debt_LenderCountryQAT","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountrySVN_AsAFractionOf_Amount_Debt_LenderCountrySVN","[P1Y]","[]","1970"
"118","[]","[Percent]","Amount_Debt_JPY_LenderCountryCHN_AsAFractionOf_Amount_Debt_LenderCountryCHN","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderCountryHTI_AsAFractionOf_Amount_Debt_LenderCountryHTI","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_FRF_LenderCountryTKM_AsAFractionOf_Amount_Debt_LenderCountryTKM","[P1Y]","[]","1992"
"1","[]","[Percent]","Amount_Debt_DEM_LenderUNHighCommissionerforRefugees_AsAFractionOf_Amount_Debt_LenderUNHighCommissionerforRefugees","[P1Y]","[]","1970"
"29","[]","[Percent]","Amount_Debt_GBP_LenderCountryPAN_AsAFractionOf_Amount_Debt_LenderCountryPAN","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_JPY_LenderCountrySYR_AsAFractionOf_Amount_Debt_LenderCountrySYR","[P1Y]","[]","1970"
"26","[]","[Percent]","Amount_Debt_USD_LenderCountrySVK_AsAFractionOf_Amount_Debt_LenderCountrySVK","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_FRF_LenderCentralBankofWestAfricanStates_AsAFractionOf_Amount_Debt_LenderCentralBankofWestAfricanStates","[P1Y]","[]","1970"
"31","[]","[Percent]","Amount_Debt_EUR_LenderCountryPAN_AsAFractionOf_Amount_Debt_LenderCountryPAN","[P1Y]","[]","2001"
"3","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryGTM_AsAFractionOf_Amount_Debt_LenderCountryGTM","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_CHF_LenderECOTradeandDevBank_AsAFractionOf_Amount_Debt_LenderECOTradeandDevBank","[P1Y]","[]","1970"
"61","[]","[Percent]","Amount_Debt_FRF_LenderCountryNOR_AsAFractionOf_Amount_Debt_LenderCountryNOR","[P1Y]","[]","1970"
"99","[]","[Percent]","Amount_Debt_EUR_LenderCountryAUT_AsAFractionOf_Amount_Debt_LenderCountryAUT","[P1Y]","[]","2001"
"3","[]","[Percent]","Amount_Debt_DEM_LenderCountryGHA_AsAFractionOf_Amount_Debt_LenderCountryGHA","[P1Y]","[]","1970"
"19","[]","[Percent]","Amount_Debt_USD_LenderCountryLBN_AsAFractionOf_Amount_Debt_LenderCountryLBN","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_SDR_LenderCentralBankofWestAfricanStates_AsAFractionOf_Amount_Debt_LenderCentralBankofWestAfricanStates","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_DEM_LenderNordicEnvironmentFinanceCorporation_AsAFractionOf_Amount_Debt_LenderNordicEnvironmentFinanceCorporation","[P1Y]","[]","1992"
"22","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderEuropeanBankforReconstructionandDev_AsAFractionOf_Amount_Debt_LenderEuropeanBankforReconstructionandDev","[P1Y]","[]","1970"
"45","[]","[Percent]","Amount_Debt_JPY_LenderCountryCZE_AsAFractionOf_Amount_Debt_LenderCountryCZE","[P1Y]","[]","1970"
"51","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountrySRB_AsAFractionOf_Amount_Debt_LenderCountrySRB","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderUNHighCommissionerforRefugees_AsAFractionOf_Amount_Debt_LenderUNHighCommissionerforRefugees","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_EUR_LenderCountryGNQ_AsAFractionOf_Amount_Debt_LenderCountryGNQ","[P1Y]","[]","2001"
"61","[]","[Percent]","Amount_Debt_CHF_LenderCountryNOR_AsAFractionOf_Amount_Debt_LenderCountryNOR","[P1Y]","[]","1970"
"13","[]","[Percent]","Amount_Debt_CHF_LenderCouncilofEurope_AsAFractionOf_Amount_Debt_LenderCouncilofEurope","[P1Y]","[]","1970"
"54","[]","[Percent]","Amount_Debt_GBP_LenderCountryCZE_AsAFractionOf_Amount_Debt_LenderCountryCZE","[P1Y]","[]","1970"
"23","[]","[Percent]","Amount_Debt_EUR_LenderCountryEGY_AsAFractionOf_Amount_Debt_LenderCountryEGY","[P1Y]","[]","2001"
"21","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderInternationalFinanceCorporation_AsAFractionOf_Amount_Debt_LenderInternationalFinanceCorporation","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_CHF_LenderOrgofArabPetroleumExportingCountries_AsAFractionOf_Amount_Debt_LenderOrgofArabPetroleumExportingCountries","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_CHF_LenderCountryTTO_AsAFractionOf_Amount_Debt_LenderCountryTTO","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_JPY_LenderEuropeanSocialFund_AsAFractionOf_Amount_Debt_LenderEuropeanSocialFund","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryMNE_AsAFractionOf_Amount_Debt_LenderCountryMNE","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_SDR_LenderNethAntilles_AsAFractionOf_Amount_Debt_LenderNethAntilles","[P1Y]","[]","1970"
"82","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountrySAU_AsAFractionOf_Amount_Debt_LenderCountrySAU","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderCountryVCT_AsAFractionOf_Amount_Debt_LenderCountryVCT","[P1Y]","[]","1981"
"21","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderInternationalFinanceCorporation_AsAFractionOf_Amount_Debt_LenderInternationalFinanceCorporation","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_SDR_LenderCountryPRI_AsAFractionOf_Amount_Debt_LenderCountryPRI","[P1Y]","[]","1970"
"13","[]","[Percent]","Amount_Debt_JPY_LenderCountryNZL_AsAFractionOf_Amount_Debt_LenderCountryNZL","[P1Y]","[]","1970"
"17","[]","[Percent]","Amount_Debt_USD_LenderCountryOMN_AsAFractionOf_Amount_Debt_LenderCountryOMN","[P1Y]","[]","1970"
"84","[]","[Percent]","Amount_Debt_CHF_LenderCountrySWE_AsAFractionOf_Amount_Debt_LenderCountrySWE","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_GBP_LenderCountryBLZ_AsAFractionOf_Amount_Debt_LenderCountryBLZ","[P1Y]","[]","1981"
"11","[]","[Percent]","Amount_Debt_EUR_LenderCountryHRV_AsAFractionOf_Amount_Debt_LenderCountryHRV","[P1Y]","[]","2001"
"42","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryROU_AsAFractionOf_Amount_Debt_LenderCountryROU","[P1Y]","[]","1970"
"71","[]","[Percent]","Amount_Debt_FRF_LenderCountryDNK_AsAFractionOf_Amount_Debt_LenderCountryDNK","[P1Y]","[]","1970"
"31","[]","[Percent]","Amount_Debt_DEM_LenderCountryDZA_AsAFractionOf_Amount_Debt_LenderCountryDZA","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_CHF_LenderCountryVCT_AsAFractionOf_Amount_Debt_LenderCountryVCT","[P1Y]","[]","1981"
"3","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryUZB_AsAFractionOf_Amount_Debt_LenderCountryUZB","[P1Y]","[]","1992"
"8","[]","[Percent]","Amount_Debt_FRF_LenderCountryPER_AsAFractionOf_Amount_Debt_LenderCountryPER","[P1Y]","[]","1970"
"11","[]","[Percent]","Amount_Debt_DEM_LenderCountryPAK_AsAFractionOf_Amount_Debt_LenderCountryPAK","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryKNA_AsAFractionOf_Amount_Debt_LenderCountryKNA","[P1Y]","[]","1981"
"11","[]","[Percent]","Amount_Debt_FRF_LenderCorporacionAndinadeFomento_AsAFractionOf_Amount_Debt_LenderCorporacionAndinadeFomento","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_CHF_LenderCountryLBR_AsAFractionOf_Amount_Debt_LenderCountryLBR","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_SDR_LenderCountryOMN_AsAFractionOf_Amount_Debt_LenderCountryOMN","[P1Y]","[]","1970"
"7","[]","[Percent]","Amount_Debt_GBP_LenderUNDevelopmentProgramme_AsAFractionOf_Amount_Debt_LenderUNDevelopmentProgramme","[P1Y]","[]","1970"
"107","[]","[Percent]","Amount_Debt_USD_LenderWorldBankIBRD_AsAFractionOf_Amount_Debt_LenderWorldBankIBRD","[P1Y]","[]","1970"
"23","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryIRN_AsAFractionOf_Amount_Debt_LenderCountryIRN","[P1Y]","[]","1970"
"83","[]","[Percent]","Amount_Debt_CHF_LenderCountryDNK_AsAFractionOf_Amount_Debt_LenderCountryDNK","[P1Y]","[]","1970"
"92","[]","[Percent]","Amount_Debt_SDR_LenderCountryNLD_AsAFractionOf_Amount_Debt_LenderCountryNLD","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_SDR_LenderArabFundforTechAssisttoAfricanCountries_AsAFractionOf_Amount_Debt_LenderArabFundforTechAssisttoAfricanCountries","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_FRF_LenderCountryTGO_AsAFractionOf_Amount_Debt_LenderCountryTGO","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_GBP_LenderWorldBankMIGA_AsAFractionOf_Amount_Debt_LenderWorldBankMIGA","[P1Y]","[]","1970"
"16","[]","[Percent]","Amount_Debt_EUR_LenderCentralAmericanBankforEconIntegration_AsAFractionOf_Amount_Debt_LenderCentralAmericanBankforEconIntegration","[P1Y]","[]","2001"
"41","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderArabBankforEconomicDevinAfrica_AsAFractionOf_Amount_Debt_LenderArabBankforEconomicDevinAfrica","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_JPY_LenderLatinAmericanAgribusinessDevCorp_AsAFractionOf_Amount_Debt_LenderLatinAmericanAgribusinessDevCorp","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_JPY_LenderEuropeanReliefFund_AsAFractionOf_Amount_Debt_LenderEuropeanReliefFund","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_EUR_LenderCountryKEN_AsAFractionOf_Amount_Debt_LenderCountryKEN","[P1Y]","[]","2001"
"16","[]","[Percent]","Amount_Debt_USD_LenderCountryCOL_AsAFractionOf_Amount_Debt_LenderCountryCOL","[P1Y]","[]","1970"
"23","[]","[Percent]","Amount_Debt_EUR_LenderCountryIRL_AsAFractionOf_Amount_Debt_LenderCountryIRL","[P1Y]","[]","2001"
"2","[]","[Percent]","Amount_Debt_EUR_LenderCountryGUY_AsAFractionOf_Amount_Debt_LenderCountryGUY","[P1Y]","[]","2001"
"4","[]","[Percent]","Amount_Debt_DEM_LenderCountryCPV_AsAFractionOf_Amount_Debt_LenderCountryCPV","[P1Y]","[]","1970"
"119","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryGBR_AsAFractionOf_Amount_Debt_LenderCountryGBR","[P1Y]","[]","1970"
"120","[]","[Percent]","Amount_Debt_JPY_LenderCountryGBR_AsAFractionOf_Amount_Debt_LenderCountryGBR","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryKGZ_AsAFractionOf_Amount_Debt_LenderCountryKGZ","[P1Y]","[]","1992"
"1","[]","[Percent]","Amount_Debt_DEM_LenderCountryLKA_AsAFractionOf_Amount_Debt_LenderCountryLKA","[P1Y]","[]","1978"
"42","[]","[Percent]","Amount_Debt_JPY_LenderGermanDemRep_AsAFractionOf_Amount_Debt_LenderGermanDemRep","[P1Y]","[]","1970"
"7","[]","[Percent]","Amount_Debt_GBP_LenderCountryBMU_AsAFractionOf_Amount_Debt_LenderCountryBMU","[P1Y]","[]","1970"
"9","[]","[Percent]","Amount_Debt_SDR_LenderCountryCOL_AsAFractionOf_Amount_Debt_LenderCountryCOL","[P1Y]","[]","1970"
"14","[]","[Percent]","Amount_Debt_JPY_LenderDevBankoftheCentralAfricanStates_AsAFractionOf_Amount_Debt_LenderDevBankoftheCentralAfricanStates","[P1Y]","[]","1970"
"9","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryCOL_AsAFractionOf_Amount_Debt_LenderCountryCOL","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_EUR_LenderEurasianDevelopmentBank_AsAFractionOf_Amount_Debt_LenderEurasianDevelopmentBank","[P1Y]","[]","2001"
"7","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderInternationalBankforEconomicCooperation_AsAFractionOf_Amount_Debt_LenderInternationalBankforEconomicCooperation","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_SDR_LenderCountrySVK_AsAFractionOf_Amount_Debt_LenderCountrySVK","[P1Y]","[]","1970"
"47","[]","[Percent]","Amount_Debt_DEM_LenderCountryBRA_AsAFractionOf_Amount_Debt_LenderCountryBRA","[P1Y]","[]","1970"
