"MinDate","StatVar","NumPlaces","observationPeriods","MeasurementMethods","Units","ScalingFactors"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySAU","95","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryJPN","116","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderIslamicDevBank","63","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2021","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryGRC","5","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKEN","7","[P1Y]","[]","[USDollar]","[]"
"2001","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCIV","7","[P1Y]","[]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBOL","6","[P1Y]","[]","[USDollar]","[]"
"1983","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCaribbeanDevBank","14","[P1Y]","[]","[USDollar]","[]"
"1984","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryGTM","10","[P1Y]","[]","[USDollar]","[]"
"1994","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryUZB","10","[P1Y]","[]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryMEX","16","[P1Y]","[]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryDZA","35","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderAfricanDevBank","59","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderWestAfricanMonetaryUnion","12","[P1Y]","[]","[USDollar]","[]"
"1971","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCOD","8","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryFIN","59","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySRB","48","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMEX","21","[P1Y]","[]","[USDollar]","[]"
"2012","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCOG","13","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLUX","43","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryESP","85","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountrySRB","18","[P1Y]","[]","[USDollar]","[]"
"2001","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKAZ","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCOL","10","[P1Y]","[]","[USDollar]","[]"
"1992","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderEuropeanReliefFund","10","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderMultipleLenders","26","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1990","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderDevBankoftheCentralAfricanStates","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySWE","68","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryGUY","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderNethAntilles","10","[P1Y]","[]","[USDollar]","[]"
"1996","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryCMR","11","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1971","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCHN","81","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBMU","17","[P1Y]","[]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCRI","11","[P1Y]","[]","[USDollar]","[]"
"1990","AmountInterestRepayment_Debt_PrivateCreditor_PrivateNonGuaranteed_Bond_LongTermExternalDebt","62","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryROU","42","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1993","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryURY","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBMU","11","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryUSA","109","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryUSA","95","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1991","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderLatinAmerConfofSavingCreditCoop","8","[P1Y]","[]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLBY","48","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1993","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryURY","5","[P1Y]","[]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderEastAfricanCommunity","10","[P1Y]","[]","[USDollar]","[]"
"2002","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNGA","12","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2017","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderAsianInfrastructureInvestmentBank","39","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderGermanDemRep","42","[P1Y]","[]","[USDollar]","[]"
"1989","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRN","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZAF","35","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2018","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryAGO","12","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderNethAntilles","10","[P1Y]","[]","[USDollar]","[]"
"2004","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderInternationalCoffeeOrganization","7","[P1Y]","[]","[USDollar]","[]"
"1991","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderInternationalInvestmentBank","5","[P1Y]","[]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryPER","15","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLBN","7","[P1Y]","[]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryHKG","36","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryOMN","12","[P1Y]","[]","[USDollar]","[]"
"2011","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCaribbeanCommunity","12","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanCoalandSteelCommunity","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySUN","57","[P1Y]","[]","[USDollar]","[]"
"1985","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryJOR","9","[P1Y]","[]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabAfricanInternationalBank","22","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMCO","5","[P1Y]","[]","[USDollar]","[]"
"1990","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCPV","5","[P1Y]","[]","[USDollar]","[]"
"1990","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryMCO","5","[P1Y]","[]","[USDollar]","[]"
"1980","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryAGO","15","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1983","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderNordicDevelopmentFund","51","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2004","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryJAM","7","[P1Y]","[]","[USDollar]","[]"
"1994","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderNordicInvestmentBank","20","[P1Y]","[]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryIRN","12","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1994","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKAZ","11","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2007","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBDI","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySUN","42","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryQAT","24","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2023","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryLKA","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTGO","7","[P1Y]","[]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryLBR","13","[P1Y]","[]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderUNHighCommissionerforRefugees","6","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryAUS","36","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryAUT","70","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryLBN","16","[P1Y]","[]","[USDollar]","[]"
"2002","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryCYP","13","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEUROFIMA","9","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryCYM","10","[P1Y]","[]","[USDollar]","[]"
"1983","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEntenteCouncil","11","[P1Y]","[]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryPRT","23","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMEX","22","[P1Y]","[]","[USDollar]","[]"
"1979","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderInternationalFundforAgriculturalDev","106","[P1Y]","[]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTUR","36","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySRB","45","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1993","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanBankforReconstructionandDev","31","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1990","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryCPV","9","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderWorldBankIDA","119","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1989","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTUN","5","[P1Y]","[]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderDevBankoftheCentralAfricanStates","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySEN","8","[P1Y]","[]","[USDollar]","[]"
"2002","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySVN","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryROU","51","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2016","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanReliefFund","5","[P1Y]","[]","[USDollar]","[]"
"1999","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySVK","7","[P1Y]","[]","[USDollar]","[]"
"1979","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderInternationalFundforAgriculturalDev","121","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRA","42","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2018","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderWorldBankMIGA","5","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRB","11","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBEL","98","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryCRI","11","[P1Y]","[]","[USDollar]","[]"
"1980","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderPlataBasinFinancialDevFund","9","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCentralAmericanBankforEconIntegration","17","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1979","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryNGA","13","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1995","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryOMN","8","[P1Y]","[]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryLBY","49","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountrySUN","10","[P1Y]","[]","[USDollar]","[]"
"1989","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderEconCommoftheGreatLakesCountries","7","[P1Y]","[]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTTO","14","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2008","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderUNGeneralAssembly","12","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1995","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryOMN","8","[P1Y]","[]","[USDollar]","[]"
"2020","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderUNPopulationFund","5","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1993","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryCZE","23","[P1Y]","[]","[USDollar]","[]"
"2009","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryLCA","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKEN","10","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryNOR","47","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryKEN","10","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARG","27","[P1Y]","[]","[USDollar]","[]"
"1996","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMDA","5","[P1Y]","[]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARE","78","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1971","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNZL","18","[P1Y]","[]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCentralBankofWestAfricanStates","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCHE","28","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1997","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARM","8","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2012","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryCOG","13","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryPHL","6","[P1Y]","[]","[USDollar]","[]"
"1971","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryCOD","8","[P1Y]","[]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryITA","78","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryDEU","125","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPOL","45","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1998","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryISR","7","[P1Y]","[]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryKWT","71","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryHND","9","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryZAF","26","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2001","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBRN","5","[P1Y]","[]","[USDollar]","[]"
"1991","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderLatinAmerConfofSavingCreditCoop","8","[P1Y]","[]","[USDollar]","[]"
"2005","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCentralBankofWestAfricanStates","7","[P1Y]","[]","[USDollar]","[]"
"2018","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderWorldBankMIGA","5","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBRA","34","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1979","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBRB","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2001","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRN","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryESP","92","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZAF","32","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryCOL","14","[P1Y]","[]","[USDollar]","[]"
"1979","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRB","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRA","51","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2005","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTHA","10","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1980","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryIRQ","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1986","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCUB","13","[P1Y]","[]","[USDollar]","[]"
"2014","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderWorldTradeOrganization","11","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2003","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVCT","6","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBGR","21","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1991","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryGMB","5","[P1Y]","[]","[USDollar]","[]"
