"Units","ScalingFactors","MinDate","observationPeriods","NumPlaces","StatVar","MeasurementMethods"
"[USDollar]","[]","2024","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGNQ","[WorldBankProjection]"
"[USDollar]","[]","1993","[P1Y]","13","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderInternationalBankforEconomicCooperation","[, WorldBankProjection]"
"[USDollar]","[]","2020","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBIH","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","37","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryHUN","[]"
"[USDollar]","[]","1970","[P1Y]","102","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryFRA","[, WorldBankProjection]"
"[USDollar]","[]","1981","[P1Y]","7","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBFA","[]"
"[USDollar]","[]","2011","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryUKR","[]"
"[USDollar]","[]","1974","[P1Y]","28","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountrySGP","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","48","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPOL","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","27","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderInterAmericanDevBank","[, WorldBankProjection]"
"[USDollar]","[]","1981","[P1Y]","81","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryRUS","[, WorldBankProjection]"
"[USDollar]","[]","1988","[P1Y]","5","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanCoalandSteelCommunity","[]"
"[USDollar]","[]","1970","[P1Y]","45","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryDNK","[]"
"[USDollar]","[]","1990","[P1Y]","5","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryISL","[]"
"[USDollar]","[]","1970","[P1Y]","27","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARG","[]"
"[USDollar]","[]","1977","[P1Y]","78","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARE","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","12","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZWE","[]"
"[USDollar]","[]","1976","[P1Y]","16","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCaribbeanDevBank","[, WorldBankProjection]"
"[USDollar]","[]","1981","[P1Y]","26","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryRUS","[, WorldBankProjection]"
"[USDollar]","[]","2003","[P1Y]","8","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARM","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","98","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryFRA","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","27","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryISR","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","108","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKWT","[, WorldBankProjection]"
"[USDollar]","[]","1972","[P1Y]","16","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCIV","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","55","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryDNK","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","95","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryITA","[, WorldBankProjection]"
"[USDollar]","[]","1995","[P1Y]","8","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTKM","[]"
"[USDollar]","[]","2013","[P1Y]","6","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGRD","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","24","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGRC","[, WorldBankProjection]"
"[USDollar]","[]","1978","[P1Y]","32","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderArabFundforEconomicSocialDevelopment","[, WorldBankProjection]"
"[USDollar]","[]","1992","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryURY","[]"
"[USDollar]","[]","1983","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPAN","[]"
"[USDollar]","[]","1973","[P1Y]","17","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryHUN","[]"
"[USDollar]","[]","1970","[P1Y]","111","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryFRA","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","84","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNLD","[, WorldBankProjection]"
"[USDollar]","[]","1979","[P1Y]","20","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPAK","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","53","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderGermanDemRep","[]"
"[USDollar]","[]","1983","[P1Y]","6","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHL","[]"
"[USDollar]","[]","1970","[P1Y]","123","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHN","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","33","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBHS","[, WorldBankProjection]"
"[USDollar]","[]","1993","[P1Y]","15","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPRT","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","70","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHE","[, WorldBankProjection]"
"[USDollar]","[]","1978","[P1Y]","28","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBHR","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","123","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHN","[, WorldBankProjection]"
"[USDollar]","[]","1989","[P1Y]","10","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabFundforTechAssisttoAfricanCountries","[]"
"[USDollar]","[]","1983","[P1Y]","7","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryMAC","[]"
"[USDollar]","[]","2012","[P1Y]","9","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVNM","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","64","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryCZE","[, WorldBankProjection]"
"[USDollar]","[]","1992","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTZA","[]"
"[USDollar]","[]","2012","[P1Y]","9","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVNM","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySLV","[]"
"[USDollar]","[]","1970","[P1Y]","68","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryNOR","[, WorldBankProjection]"
"[USDollar]","[]","1991","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryHTI","[]"
"[USDollar]","[]","1980","[P1Y]","15","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPRK","[, WorldBankProjection]"
"[USDollar]","[]","1983","[P1Y]","121","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderInternationalFundforAgriculturalDev","[, WorldBankProjection]"
"[USDollar]","[]","1977","[P1Y]","13","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryMAR","[]"
"[USDollar]","[]","1970","[P1Y]","13","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderNethAntilles","[]"
"[USDollar]","[]","1979","[P1Y]","23","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderArabAfricanInternationalBank","[, WorldBankProjection]"
"[USDollar]","[]","2011","[P1Y]","11","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCouncilofEurope","[]"
"[USDollar]","[]","1983","[P1Y]","7","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMAC","[]"
"[USDollar]","[]","2022","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderIslamicSolidarityFundforDev","[, WorldBankProjection]"
"[USDollar]","[]","1987","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryMAC","[]"
"[USDollar]","[]","2007","[P1Y]","10","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMUS","[]"
"[USDollar]","[]","1970","[P1Y]","23","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryEGY","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","86","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCAN","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","35","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderInternationalFinanceCorporation","[, WorldBankProjection]"
"[USDollar]","[]","1977","[P1Y]","17","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMAR","[, WorldBankProjection]"
"[USDollar]","[]","1986","[P1Y]","19","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryCUB","[]"
"[USDollar]","[]","1970","[P1Y]","109","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderMultipleLenders","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","83","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIND","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","15","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCouncilofEurope","[, WorldBankProjection]"
"[USDollar]","[]","1974","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryBOL","[]"
"[USDollar]","[]","1980","[P1Y]","13","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCPV","[]"
"[USDollar]","[]","1970","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLBN","[]"
"[USDollar]","[]","1970","[P1Y]","94","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryUSA","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","133","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","10","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanSocialFund","[, WorldBankProjection]"
"[USDollar]","[]","1998","[P1Y]","19","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderNordicInvestmentBank","[]"
"[USDollar]","[]","1970","[P1Y]","17","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryBMU","[]"
"[USDollar]","[]","1972","[P1Y]","11","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryTUN","[]"
"[USDollar]","[]","2002","[P1Y]","13","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNGA","[, WorldBankProjection]"
"[USDollar]","[]","2017","[P1Y]","10","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderNewDevelopmentBank","[, WorldBankProjection]"
"[USDollar]","[]","2017","[P1Y]","39","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderAsianInfrastructureInvestmentBank","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","111","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryUSA","[, WorldBankProjection]"
"[USDollar]","[]","1974","[P1Y]","38","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryTUR","[, WorldBankProjection]"
"[USDollar]","[]","1988","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryMCO","[]"
"[USDollar]","[]","1992","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryURY","[]"
"[USDollar]","[]","1971","[P1Y]","36","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryDNK","[, WorldBankProjection]"
"[USDollar]","[]","1973","[P1Y]","11","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryJAM","[]"
"[USDollar]","[]","1980","[P1Y]","112","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderOPECFundforInternationalDev","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","9","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderNethAntilles","[]"
"[USDollar]","[]","1973","[P1Y]","50","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLBY","[, WorldBankProjection]"
"[USDollar]","[]","2001","[P1Y]","7","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryKAZ","[]"
"[USDollar]","[]","1970","[P1Y]","11","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBMU","[]"
"[USDollar]","[]","1970","[P1Y]","42","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryROU","[, WorldBankProjection]"
"[USDollar]","[]","1988","[P1Y]","32","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMYS","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","48","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountrySRB","[]"
"[USDollar]","[]","1975","[P1Y]","11","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCentralAmericanBankforEconIntegration","[]"
"[USDollar]","[]","1981","[P1Y]","8","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderUNRegularProgrammeofTechnicalCoop","[]"
"[USDollar]","[]","1970","[P1Y]","18","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBMU","[]"
"[USDollar]","[]","1980","[P1Y]","11","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCRI","[]"
"[USDollar]","[]","2018","[P1Y]","18","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanUnion","[]"
"[USDollar]","[]","2000","[P1Y]","7","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderUNWorldFoodProgramme","[]"
"[USDollar]","[]","1970","[P1Y]","27","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderInterAmericanDevBank","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","18","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryEGY","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","27","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderInterAmericanDevBank","[, WorldBankProjection]"
"[USDollar]","[]","1994","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryURY","[]"
"[USDollar]","[]","1988","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMCO","[]"
"[USDollar]","[]","1988","[P1Y]","10","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTGO","[]"
"[USDollar]","[]","1972","[P1Y]","28","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIRL","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","96","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryUSA","[, WorldBankProjection]"
"[USDollar]","[]","1976","[P1Y]","16","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCaribbeanDevBank","[, WorldBankProjection]"
"[USDollar]","[]","2003","[P1Y]","8","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryARM","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","43","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderAsianDevBank","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","105","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderWorldBankIBRD","[, WorldBankProjection]"
"[USDollar]","[]","1979","[P1Y]","15","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTTO","[, WorldBankProjection]"
"[USDollar]","[]","1980","[P1Y]","23","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderArabMonetaryFund","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","97","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryNLD","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","55","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryPOL","[, WorldBankProjection]"
"[USDollar]","[]","2013","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderUNGeneralAssembly","[]"
"[USDollar]","[]","2000","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderUNWorldFoodProgramme","[]"
"[USDollar]","[]","1970","[P1Y]","10","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanSocialFund","[, WorldBankProjection]"
"[USDollar]","[]","1994","[P1Y]","14","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryMAR","[, WorldBankProjection]"
"[USDollar]","[]","1974","[P1Y]","6","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBOL","[]"
"[USDollar]","[]","1989","[P1Y]","5","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTUN","[]"
"[USDollar]","[]","1998","[P1Y]","5","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGMB","[]"
"[USDollar]","[]","1998","[P1Y]","5","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGMB","[]"
"[USDollar]","[]","1970","[P1Y]","37","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryARG","[]"
"[USDollar]","[]","1977","[P1Y]","83","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryARE","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","18","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryMEX","[]"
"[USDollar]","[]","1982","[P1Y]","13","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryLBR","[]"
"[USDollar]","[]","1985","[P1Y]","9","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryJOR","[]"
"[USDollar]","[]","1973","[P1Y]","9","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZMB","[]"
"[USDollar]","[]","1973","[P1Y]","51","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryLBY","[, WorldBankProjection]"
"[USDollar]","[]","1977","[P1Y]","73","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKOR","[, WorldBankProjection]"
"[USDollar]","[]","1976","[P1Y]","36","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryHKG","[, WorldBankProjection]"
"[USDollar]","[]","1984","[P1Y]","13","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabLeague","[]"
"[USDollar]","[]","2013","[P1Y]","7","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryLCA","[, WorldBankProjection]"
"[USDollar]","[]","1971","[P1Y]","11","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryROU","[]"
"[USDollar]","[]","1978","[P1Y]","14","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryNGA","[, WorldBankProjection]"
"[USDollar]","[]","1979","[P1Y]","10","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryECU","[]"
"[USDollar]","[]","2017","[P1Y]","39","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderAsianInfrastructureInvestmentBank","[, WorldBankProjection]"
"[USDollar]","[]","1981","[P1Y]","17","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLBY","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","34","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVEN","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","11","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGHA","[]"
"[USDollar]","[]","1976","[P1Y]","28","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryHKG","[, WorldBankProjection]"
"[USDollar]","[]","2004","[P1Y]","8","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNGA","[]"
"[USDollar]","[]","1970","[P1Y]","16","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryLBN","[]"
"[USDollar]","[]","2006","[P1Y]","6","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVCT","[]"
"[USDollar]","[]","2006","[P1Y]","6","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVCT","[, WorldBankProjection]"
"[USDollar]","[]","1999","[P1Y]","6","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTTO","[]"
"[USDollar]","[]","2008","[P1Y]","6","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabTownsOrganization","[]"
"[USDollar]","[]","1970","[P1Y]","86","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryJPN","[, WorldBankProjection]"
"[USDollar]","[]","1980","[P1Y]","14","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryCPV","[]"
