"MinDate","StatVar","NumPlaces","Units","MeasurementMethods","ScalingFactors","observationPeriods"
"1961","worldBank/AG_AGR_TRAC_NO","211","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_TAX_TOTL_CN","161","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XSPENDP_FDPUB_FNS","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_PRM_CMPT_ZS","203","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_4_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_ALL_3_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_25UP_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_TER_CUAT_ST_FE_ZS","183","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_60UP_S1_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/FR_INR_RINR","148","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2024_3_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_ALL_3_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_TRF_NCTR_CN","201","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2529_3_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/DT_ODA_ALLD_KD","184","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/SH_HIV_INCD_YG_FE_P3","137","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_SEC_CUAT_UP_MA_ZS","199","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1975","worldBank/CM_MKT_LCAP_GD_ZS","107","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2004","worldBank/FB_ATM_TOTL_P5","195","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BX_GSR_INSF_ZS","195","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2024_2_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_15UP_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XSPENDP_0_FDPUB_FNS","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_4_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/GC_XPN_OTHR_CN","153","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_TRF_NCTR_CD","201","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_OFST_3_CP","194","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SAP_4_M","175","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BN_CAB_XOKA_CD","200","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_1519_4_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_ALL_4_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_LR_AG65","164","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/PA_NUS_PPPC_RF","203","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SAP_4_F","175","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1996","worldBank/GE_PER_RNK_UPPER","205","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_ALL_4_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/VC_IHR_PSRC_MA_P5","151","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/NY_GDP_MKTP_PP_KD","203","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_INJR_1559_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NV_SRV_TOTL_ZS","209","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/per_sa_allsa_cov_q5_tot","121","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_SCHL_15UP_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/HD_HCI_EYRS_FE","171","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_1519_4_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1980","worldBank/TX_QTY_MRCH_XD_WD","205","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/DT_ODA_ODAT_GI_ZS","147","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2529_3_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PUBS_SG_ZS","130","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2015","worldBank/ENF_CONT_COEN_CTSP_DB1719","213","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_NOED_5559_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/EG_CFT_ACCS_UR_ZS","193","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XUNIT_GDPCAP_3_FSGOV","157","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/SL_TLF_TOTL_FE_IN","191","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_4549_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2024_NED_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/GFDD_OI_16a","136","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/EN_ATM_NOXE_EG_ZS","212","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/MS_MIL_XPRT_KD","128","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BM_GSR_CMCP_ZS","203","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2017","worldBank/EN_MAM_THRD_NO","219","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_TAX_YPKG_ZS","159","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_0014_FE_IN","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SL_EMP_1524_SP_NE_ZS","199","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_3539_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_6569_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1996","worldBank/GE_NO_SRC","205","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2024_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/HD_HCI_MORT","174","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_ICMP_7074_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_1_AG25T99_M","158","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_STA_POIS_P5_FE","189","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_EMP_TOTL_PB_CK_ZS","111","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2529_3_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_1_AG25T99_F","158","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2064_S1_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1997","worldBank/UIS_MSEP_56","172","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_25UP_2_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_SCHL_15UP","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_TRVL_ZS_WT","202","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2529_S1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_MYS_80UP_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_4044_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2529_S1_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1975","worldBank/CM_MKT_TRNR","106","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_80UP_2_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_NOED_25UP_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/DT_ODA_ODAT_PC_ZS","174","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SH_DYN_MORT_MA","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_65UP_FE_IN","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1989","worldBank/GC_DOD_TOTL_CN","108","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1985","worldBank/SP_MTR_1519_ZS","88","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/NY_GDP_FRST_RT_ZS","218","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_15UP_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_CON_PRVT_CN","188","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_MRCH_R5_ZS","209","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_REV_XGRT_CN","162","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2024_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_25UP_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1980","worldBank/IP_PAT_RESD","161","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SL_TLF_ACTI_1524_MA_NE_ZS","213","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_CON_PRVT_CD","192","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1984","worldBank/DT_NFL_PNGB_CD","52","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1991","worldBank/SL_EMP_VULN_MA_ZS","191","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2003","worldBank/RESLV_ISV_COST_ZS","190","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_7074_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_SCHL_2529","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BM_GSR_FCTY_CD","200","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/EN_CLC_HEAT_XD","193","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2529_NED_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2024_NED_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_COMM_1559_FE_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SLE_1_F","209","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_1519_4_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_REPR_2_GPV_G2_F","182","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_MEAN_1T6_AG25T99_M","163","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_NED_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1963","worldBank/NV_MNF_FBTO_ZS_UN","163","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1997","worldBank/UIS_GTVP_2_V","115","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2529_4_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SLE_1_M","209","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2529_4_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PUBS_FE_ZS","132","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_80UP_2_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/AG_LND_EL5M_ZS","219","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_R_1_G1_F","196","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/SE_XPD_SECO_PC_ZS","171","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1997","worldBank/UIS_E_4_F","161","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_75UP_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_80UP_2_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_MEAN_1T6_AG25T99_F","163","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_STA_SUIC_MA_P5","189","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_5559_FE","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/NY_GNP_MKTP_PP_CD","206","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PUBS_PN_FE_ZS","101","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_2024_FE","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_TAX_NIND_CD","198","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_60UP_S1_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_60UP_S1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2019","worldBank/SH_STA_WASH_P5","187","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_NCOM_FE_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_SCHL_3034","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_60UP_1_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_15UP_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_WAG_PRVS_SN","95","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/OECD_TSAL_2_ETOP","53","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_60UP_1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_WAG_PUBS_FM_SM","114","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_TAX_NIND_CN","198","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_REPR_2_GPV_G2_M","182","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PUBS_TT_ZS","127","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_3034_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/EN_CLC_SPEI_XD","188","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SH_DTH_MORT_FE","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/NY_ADJ_SVNX_CD","165","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_MRCH_CD_WT","211","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_ICMP_5054_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DYN_NCOM_ZS","189","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/EN_ATM_CO2E_GF_ZS","211","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/GFDD_EI_10","176","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_STA_POIS_P5","189","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/GFDD_EI_06","176","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/GFDD_EI_07","176","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/GFDD_EI_04","176","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_1519_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/GFDD_EI_05","176","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1980","worldBank/GFDD_EI_08","178","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/GFDD_EI_09","176","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_EMP_TOTL_PB_MA_ZS","132","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_TRF_NCTR_KN","129","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_NERT_2_GPI","187","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_WAG_PRVS_TN","95","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2017","worldBank/EN_HPT_THRD_NO","219","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1984","worldBank/HF_UHC_OOP_ZS","149","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_25UP_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NV_IND_TOTL_ZS","212","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_15UP_2_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1998","worldBank/UIS_MSEP_56_M","154","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_HIV_ARTC_FE_ZS","142","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XSPENDP_0_FDPUB_FNNONS","141","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1998","worldBank/UIS_MSEP_56_F","154","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/NY_GNP_PCAP_PP_CD","206","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_TAX_EXPT_ZS","100","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1980","worldBank/GFDD_EI_02","131","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/GFDD_EI_03","176","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SH_DYN_MORT","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_6064_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/GFDD_EI_01","174","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_SCHL_6569","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_INJR_1559_FE_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_4_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_ICMP_7074_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/NY_GDP_NGAS_RT_ZS","205","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_15UP_2_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/DC_DAC_TOTL_CD","184","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_SCHL_4044_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_3034_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_1519_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/per_sa_allsa_cov_q3_tot","121","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2005","worldBank/DC_DAC_SVKL_CD","84","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_SERV_CD_WT","204","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_DYN_AMRT_MA","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1984","worldBank/HF_UHC_NOP2_CG","149","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1998","worldBank/SE_TER_GRAD_FE_EN_ZS","149","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2002","worldBank/per_lm_alllm_cov_pop_tot","68","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_EMP_TOTL_PB_PN_ZS","114","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_STA_POIS_P5_MA","189","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1998","worldBank/SE_TER_GRAD_FE_SS_ZS","141","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_TAX_IMPT_CN","157","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PRVS_CK_FE_ZS","98","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_25UP_2_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_15UP_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1991","worldBank/SL_UEM_1524_FE_ZS","191","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PUBS_FE_Q3_ZS","113","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1991","worldBank/EP_PMP_SGAS_CD","191","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_TAX_GSRV_RV_ZS","165","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2019","worldBank/SH_STA_AIRP_MA_P5","187","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_25UP_2_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_MYS_25UP_GPI","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/SE_TER_CUAT_DO_ZS","143","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1962","worldBank/TX_VAL_MANF_ZS_UN","202","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BX_GSR_GNFS_CD","200","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_NOED_1519_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_6569_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/AG_LND_ARBL_HA_PC","210","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_ICMP_3539_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SL_UEM_NEET_FE_ZS","182","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_ALC_PCAP_FE_LI","191","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_4549_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_FTP_3","188","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_FTP_2","187","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_6064_MA","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1998","worldBank/UIS_FTP_4","115","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1996","worldBank/GB_XPD_RSDV_GD_ZS","157","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_75UP_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/AG_PRD_FOOD_XD","199","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
